zone	replicate	stage	configuration	job_id	dependency	output
factor_b3_v3_300m	4	simulation	every1	2205788	afterok:2205783	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v3/rep4/every1_paper_final_full1800_eval50_tail10x25
factor_b3_v3_300m	4	simulation	every5	2205789	afterok:2205783	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v3/rep4/every5_paper_final_full1800_eval50_tail10x25
factor_b3_v3_300m	4	simulation	every10	2205790	afterok:2205783	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v3/rep4/every10_paper_final_full1800_eval50_tail10x25
factor_b3_v3_300m	4	simulation	every20	2205791	afterok:2205783	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v3/rep4/every20_paper_final_full1800_eval50_tail10x25
factor_b3_v3_300m	4	simulation	every40	2205792	afterok:2205783	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v3/rep4/every40_paper_final_full1800_eval50_tail10x25
factor_b3_v3_300m	4	simulation	every80	2205793	afterok:2205783	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v3/rep4/every80_paper_final_full1800_eval50_tail10x25
factor_b3_v3_300m	5	mobility	-	2205794	afterok:2205338	/usr/itetnas04/data-scratch-01/hgraef/data/luxembourg_ci_temporal5_paper_final_v1/replicates/factor_b3_v3_300m/rep5/mobility/factor_b3_v3_300m_rep5_all_vehicles_1s_full1800.json
factor_b3_v3_300m	5	raytrace	-	2205795	afterok:2205794	/usr/itetnas04/data-scratch-01/hgraef/data/luxembourg_ci_temporal5_paper_final_v1/replicates/factor_b3_v3_300m/rep5/rssi/shards
factor_b3_v3_300m	5	merge	-	2205796	afterok:2205795	/usr/itetnas04/data-scratch-01/hgraef/data/luxembourg_ci_temporal5_paper_final_v1/replicates/factor_b3_v3_300m/rep5/rssi/factor_b3_v3_300m_rep5_vehicles_1s_opaque_no_vehicle_blockers_ge-100dbm_r20k_d3_llvm.npz
factor_b3_v3_300m	5	simulation	iso	2205797	afterok:2205796	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v3/rep5/iso_paper_final_full1800_eval50_tail10x25
factor_b3_v3_300m	5	simulation	central	2205798	afterok:2205796	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v3/rep5/central_paper_final_full1800_eval50_tail10x25
factor_b3_v3_300m	5	simulation	full	2205799	afterok:2205796	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v3/rep5/full_paper_final_full1800_eval50_tail10x25
factor_b3_v3_300m	5	simulation	top5	2205800	afterok:2205796	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v3/rep5/top5_paper_final_full1800_eval50_tail10x25
factor_b3_v3_300m	5	simulation	every1	2205801	afterok:2205796	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v3/rep5/every1_paper_final_full1800_eval50_tail10x25
factor_b3_v3_300m	5	simulation	every5	2205802	afterok:2205796	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v3/rep5/every5_paper_final_full1800_eval50_tail10x25
factor_b3_v3_300m	5	simulation	every10	2205803	afterok:2205796	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v3/rep5/every10_paper_final_full1800_eval50_tail10x25
factor_b3_v3_300m	5	simulation	every20	2205804	afterok:2205796	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v3/rep5/every20_paper_final_full1800_eval50_tail10x25
factor_b3_v3_300m	5	simulation	every40	2205805	afterok:2205796	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v3/rep5/every40_paper_final_full1800_eval50_tail10x25
factor_b3_v3_300m	5	simulation	every80	2205806	afterok:2205796	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v3/rep5/every80_paper_final_full1800_eval50_tail10x25
